fit_slot,slot_label,player_id,player_name,team_or_org,primary_position,primary_position_abbrev,age,bat_side,pitch_hand,birth_country,unified_fit_score,weighted_component_score,categorical_risk_penalty,role_or_position_adjustment,sample_adjustment,age_adjustment,hard_gate,role_or_position_note,sample_note,age_note,data_mining_reason,structured_risk_check,market_realism_status,contract_control_bucket,medical_risk_bucket,sensitivity_band,ssg_fit_component,kbo_translation_component,market_realism_component,tool_process_component,surplus_access_component,failure_resilience_component,internal_prior_score,hitter_recent_pa,hitter_recent_woba,hitter_recent_bb_pct,hitter_recent_k_pct,hitter_recent_hardhit_rate,hitter_recent_barrel_rate,pitcher_milb_role_continuity_bucket,pitcher_milb_2026_ip,pitcher_milb_2026_games_started,pitcher_milb_2026_k9,pitcher_milb_2026_bb9,pitcher_milb_2026_hr9,unified_rank_within_slot
foreign_pitcher,외인투수,663462.0,Isaiah Campbell,AZ,Pitcher,P,28.0,Right,Right,Portugal,66.283,70.783,0.5,-4.0,0.0,0.0,pass,"불펜 트랙 주의: 0 GS, 25.0 IP",,연령 정상권: 28세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 69.4; KBO translation 67.0; market 93.0; 2026 MiLB 25.0 IP/0 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,69.449,67.011,93.045,64.266,63.899,58.255,57.735,,,,,,,current_aaa_bullpen_track,25.0,0.0,10.8,3.24,0.72,27
foreign_pitcher,외인투수,640454.0,Matt Krook,ATH,Pitcher,P,31.0,Left,Left,USA,66.252,70.752,0.5,-4.0,0.0,0.0,pass,"불펜 트랙 주의: 0 GS, 25.3 IP",,연령 정상권: 31세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 69.4; KBO translation 69.7; market 93.0; 2026 MiLB 25.3 IP/0 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,69.368,69.705,93.02,64.158,63.874,52.439,56.901,,,,,,,current_aaa_bullpen_track,25.333333333333332,0.0,13.5,4.973684210526316,0.0,28
foreign_pitcher,외인투수,605154.0,John Brebbia,COL,Pitcher,P,36.0,Left,Right,USA,66.045,67.545,0.5,2.0,0.0,-3.0,pass,"AAA 스윙/멀티이닝: 2 GS, 25.3 IP",,연령 리스크: 36세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 63.8; KBO translation 64.5; market 92.7; 2026 MiLB 25.3 IP/2 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,63.794,64.537,92.698,56.725,63.552,57.141,53.452,,,,,,,current_aaa_swing_or_multi_inning,25.333333333333332,2.0,11.013157894736842,3.5526315789473686,1.4210526315789476,29
foreign_pitcher,외인투수,642520.0,Gerson Garabito,MIL,Pitcher,P,30.0,Right,Right,Dominican Republic,65.618,69.118,0.5,-3.0,0.0,0.0,pass,현행 2026 트랙 약함: recent_2025_2026_track_noncurrent,,연령 정상권: 30세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 67.9; KBO translation 63.1; market 93.0; 2026 MiLB 10.3 IP/1 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,67.914,63.068,92.971,62.218,63.825,57.233,55.579,,,,,,,recent_2025_2026_track_noncurrent,10.333333333333334,1.0,12.193548387096774,2.612903225806451,0.8709677419354839,30
foreign_pitcher,외인투수,671162.0,Connor Thomas,ATL,Pitcher,P,28.0,Left,Left,USA,65.535,67.035,3.5,2.0,0.0,0.0,pass,"AAA 스윙/멀티이닝: 1 GS, 22.7 IP",,연령 정상권: 28세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 63.3; KBO translation 65.2; market 92.6; 2026 MiLB 22.7 IP/1 GS,market_realism_status=contract_verification_needed (-0.5) | medical_risk_bucket=medical_history_watch (-3),contract_verification_needed,non40man_or_outrighted_medium_access,medical_history_watch,stable_top50_review_locked,63.345,65.232,92.599,56.127,63.453,52.748,52.241,,,,,,,current_aaa_swing_or_multi_inning,22.666666666666668,1.0,7.5441176470588225,2.779411764705882,0.3970588235294117,31
foreign_pitcher,외인투수,682610.0,Roddery Muñoz,HOU,Pitcher,P,26.0,Right,Right,Dominican Republic,64.877,68.377,0.5,-4.0,0.0,1.0,pass,"불펜 트랙 주의: 0 GS, 23.3 IP",,연령 upside: 26세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 64.9; KBO translation 65.8; market 92.7; 2026 MiLB 23.3 IP/0 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,64.914,65.836,92.748,58.219,63.602,57.539,54.542,,,,,,,current_aaa_bullpen_track,23.333333333333332,0.0,12.72857142857143,3.8571428571428577,0.7714285714285715,32
foreign_pitcher,외인투수,642152.0,Lou Trivino,PHI,Pitcher,P,34.0,Right,Right,USA,64.784,69.284,0.5,-4.0,0.0,0.0,pass,"불펜 트랙 주의: 0 GS, 22.3 IP",,연령 정상권: 34세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 66.1; KBO translation 67.4; market 92.8; 2026 MiLB 22.3 IP/0 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,66.054,67.351,92.847,59.739,63.701,57.987,55.723,,,,,,,current_aaa_bullpen_track,22.333333333333332,0.0,10.880597014925376,4.029850746268657,0.4029850746268657,33
foreign_pitcher,외인투수,605242.0,Michael Fulmer,SF,Pitcher,P,33.0,Right,Right,USA,64.29,68.79,0.5,-4.0,0.0,0.0,pass,"불펜 트랙 주의: 0 GS, 27.3 IP",,연령 정상권: 33세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 66.6; KBO translation 66.9; market 92.9; 2026 MiLB 27.3 IP/0 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,66.558,66.936,92.921,60.411,63.775,51.547,54.321,,,,,,,current_aaa_bullpen_track,27.333333333333332,0.0,12.841463414634148,5.26829268292683,0.3292682926829269,34
foreign_pitcher,외인투수,687074.0,Tyler Owens,DET,Pitcher,P,25.0,Right,Right,USA,64.214,66.714,0.5,-3.0,0.0,1.0,pass,현행 2026 트랙 약함: recent_2025_2026_track_noncurrent,,연령 upside: 25세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 62.3; KBO translation 64.0; market 92.5; 2026 MiLB 27.7 IP/0 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,62.331,64.017,92.525,54.774,63.379,56.879,52.36,,,,,,,recent_2025_2026_track_noncurrent,27.666666666666668,0.0,8.457831325301203,1.9518072289156627,0.9759036144578314,35
foreign_pitcher,외인투수,688497.0,Taylor Rashi,MIN,Pitcher,P,30.0,Right,Right,USA,63.533,65.033,3.5,2.0,0.0,0.0,pass,"AAA 스윙/멀티이닝: 0 GS, 27.3 IP",,연령 정상권: 30세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 51.9; KBO translation 70.3; market 85.7; 2026 MiLB 27.3 IP/0 GS,market_realism_status=low_access_or_unknown_market_status (-5) | contract_access_bonus=recent_dfa_high_access (+1.5),low_access_or_unknown_market_status,recent_dfa_high_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,51.928,70.289,85.736,62.237,66.074,61.686,54.12,,,,,,,current_aaa_swing_or_multi_inning,27.333333333333332,0.0,9.21951219512195,3.951219512195122,0.3292682926829269,36
foreign_pitcher,외인투수,681151.0,Jayden Murray,HOU,Pitcher,P,29.0,Right,Right,USA,59.696,67.196,3.5,-4.0,0.0,0.0,pass,"불펜 트랙 주의: 0 GS, 15.3 IP",,연령 정상권: 29세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 56.6; KBO translation 70.5; market 85.8; 2026 MiLB 15.3 IP/0 GS,market_realism_status=low_access_or_unknown_market_status (-5) | contract_access_bonus=recent_dfa_high_access (+1.5),low_access_or_unknown_market_status,recent_dfa_high_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,56.57,70.538,85.785,68.426,66.124,62.209,57.033,,,,,,,current_aaa_bullpen_track,15.333333333333334,0.0,11.152173913043478,3.5217391304347823,0.0,37
foreign_pitcher,외인투수,691172.0,Yosver Zulueta,SEA,Pitcher,P,28.0,Right,Right,Cuba,57.438,64.938,3.5,-4.0,0.0,0.0,pass,"불펜 트랙 주의: 0 GS, 20.3 IP",,연령 정상권: 28세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 60.0; KBO translation 58.9; market 92.3; 2026 MiLB 20.3 IP/0 GS,market_realism_status=low_access_or_unknown_market_status (-5) | contract_access_bonus=recent_dfa_high_access (+1.5),low_access_or_unknown_market_status,recent_dfa_high_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,59.999,58.863,92.294,47.665,73.702,54.387,49.613,,,,,,,current_aaa_bullpen_track,20.333333333333332,0.0,9.295081967213116,7.081967213114755,0.0,38
foreign_pitcher,외인투수,687931.0,Carson Whisenhunt,SF,Pitcher,P,25.0,Left,Left,USA,57.183,64.183,13.0,5.0,0.0,1.0,pass,"AAA 선발 지속성: 13 GS, 69.0 IP",,연령 upside: 25세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 60.7; KBO translation 77.5; market 71.3; 2026 MiLB 69.0 IP/13 GS,market_realism_status=contract_blocker_watch (-7) | contract_access_risk=40man_nonactive_contract_blocker (-6),contract_blocker_watch,40man_nonactive_contract_blocker,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,60.728,77.494,71.276,73.97,40.936,48.336,50.4,,,,,,,current_aaa_starter_load,69.0,13.0,10.043478260869566,3.9130434782608696,0.2608695652173913,39
foreign_pitcher,외인투수,690155.0,Matt Pushard,MIA,Pitcher,P,28.0,Right,Right,USA,56.557,64.557,4.0,-4.0,0.0,0.0,pass,"불펜 트랙 주의: 0 GS, 15.7 IP",,연령 정상권: 28세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 55.6; KBO translation 61.1; market 97.4; 2026 MiLB 15.7 IP/0 GS,market_realism_status=manual_contact_priority_locked (-2.5) | medical_risk_bucket=medical_history_watch (-3) | contract_access_bonus=recent_dfa_high_access (+1.5),manual_contact_priority_locked,recent_dfa_high_access,medical_history_watch,top100_but_weight_sensitive_locked,55.567,61.14,97.384,45.757,76.844,49.67,47.979,,,,,,,current_aaa_bullpen_track,15.666666666666666,0.0,8.042553191489363,3.4468085106382977,0.574468085106383,40
foreign_pitcher,외인투수,689149.0,Chad Dallas,TOR,Pitcher,P,25.0,Right,Right,USA,56.407,63.407,13.0,5.0,0.0,1.0,pass,"AAA 선발 지속성: 8 GS, 38.3 IP",,연령 upside: 25세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 63.5; KBO translation 78.4; market 62.8; 2026 MiLB 38.3 IP/8 GS,market_realism_status=contract_blocker_watch (-7) | contract_access_risk=40man_nonactive_contract_blocker (-6),contract_blocker_watch,40man_nonactive_contract_blocker,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,63.529,78.37,62.77,77.705,34.912,46.807,50.117,,,,,,,current_aaa_starter_load,38.333333333333336,8.0,9.391304347826086,3.2869565217391306,0.4695652173913043,41
foreign_pitcher,외인투수,669270.0,Joel Kuhnel,MIL,Pitcher,P,31.0,Right,Right,USA,54.568,61.068,3.5,-3.0,0.0,0.0,pass,현행 2026 트랙 약함: recent_2025_2026_track_noncurrent,,연령 정상권: 31세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 52.7; KBO translation 71.0; market 67.9; 2026 MiLB 3.0 IP/0 GS,market_realism_status=low_access_or_unknown_market_status (-5) | contract_access_bonus=recent_dfa_high_access (+1.5),low_access_or_unknown_market_status,recent_dfa_high_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,52.721,71.041,67.877,68.294,49.406,59.426,51.169,,,,,,,recent_2025_2026_track_noncurrent,3.0,0.0,18.0,3.0,0.0,42
foreign_pitcher,외인투수,700842.0,Eduardo Rivera,BOS,Pitcher,P,23.0,Left,Left,Puerto Rico,53.253,63.253,13.0,2.0,0.0,1.0,pass,"AAA 스윙/멀티이닝: 4 GS, 35.3 IP",,연령 upside: 23세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 63.5; KBO translation 74.9; market 67.4; 2026 MiLB 35.3 IP/4 GS,market_realism_status=contract_blocker_watch (-7) | contract_access_risk=40man_nonactive_contract_blocker (-6),contract_blocker_watch,40man_nonactive_contract_blocker,no_public_medical_signal_from_roster_transactions,top100_but_weight_sensitive_locked,63.505,74.862,67.413,77.673,39.279,40.835,48.852,,,,,,,current_aaa_swing_or_multi_inning,35.333333333333336,4.0,12.226415094339622,5.09433962264151,0.2547169811320754,43
foreign_pitcher,외인투수,669373.0,Tarik Skubal,DET,Pitcher,P,29.0,Right,Left,USA,27.758,58.758,29.0,-2.0,0.0,0.0,pass,선발/멀티이닝 지속성 확인 필요,,연령 정상권: 29세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 60.9; KBO translation 72.2; market 54.5; 2026 MiLB 5.0 IP/1 GS,market_realism_status=medical_hold_before_scouting (-10) | medical_risk_bucket=medical_hold_current_or_recent (-9) | contract_access_risk=active_mlb_contract_blocker (-10),medical_hold_before_scouting,active_mlb_contract_blocker,medical_hold_current_or_recent,top100_but_weight_sensitive_locked,60.933,72.169,54.482,78.244,33.784,36.999,44.602,,,,,,,current_lower_level_risk,5.0,1.0,10.8,0.0,0.0,44
foreign_pitcher,외인투수,675512.0,Troy Melton,DET,Pitcher,P,25.0,Right,Right,USA,27.354,58.354,29.0,-3.0,0.0,1.0,pass,현행 2026 트랙 약함: recent_2025_2026_track_noncurrent,,연령 upside: 25세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 61.4; KBO translation 76.1; market 48.4; 2026 MiLB 11.7 IP/4 GS,market_realism_status=medical_hold_before_scouting (-10) | medical_risk_bucket=medical_hold_current_or_recent (-9) | contract_access_risk=active_mlb_contract_blocker (-10),medical_hold_before_scouting,active_mlb_contract_blocker,medical_hold_current_or_recent,top100_but_weight_sensitive_locked,61.391,76.115,48.352,79.855,27.655,37.913,44.802,,,,,,,recent_2025_2026_track_noncurrent,11.666666666666666,4.0,12.342857142857143,1.542857142857143,0.0,45
foreign_pitcher,외인투수,676070.0,Jacob Amaya,AZ,Shortstop,SS,27.0,Right,Right,USA,66.053,67.553,0.5,-2.0,0.0,1.0,position_hold,선발/멀티이닝 지속성 확인 필요,,연령 upside: 27세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 63.6; KBO translation 65.1; market 92.6,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,63.551,65.101,92.624,56.402,63.478,57.24,53.458,,,,,,,current_aaa_regular,,,,,,46
foreign_pitcher,외인투수,683021.0,Michael Stefanic,ATH,Second Base,2B,30.0,Right,Right,USA,65.354,67.854,0.5,-2.0,0.0,0.0,position_hold,선발/멀티이닝 지속성 확인 필요,,연령 정상권: 30세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 63.7; KBO translation 66.1; market 92.6,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,63.656,66.125,92.649,56.542,63.502,57.476,53.84,,,,,,,current_aaa_regular,,,,,,47
foreign_pitcher,외인투수,680837.0,Ryan Fitzgerald,LAD,Third Base,3B,32.0,Left,Right,USA,64.344,66.844,0.5,-2.0,0.0,0.0,position_hold,선발/멀티이닝 지속성 확인 필요,,연령 정상권: 32세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 61.2; KBO translation 66.8; market 92.4,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,61.173,66.846,92.401,53.23,63.255,57.384,52.487,,,,,,,current_aaa_regular,,,,,,48
foreign_pitcher,외인투수,669722.0,Logan Davidson,TB,First Base,1B,28.0,Switch,Right,USA,64.165,66.665,0.5,-2.0,0.0,0.0,position_hold,선발/멀티이닝 지속성 확인 필요,,연령 정상권: 28세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 62.1; KBO translation 64.2; market 92.5,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,62.15,64.234,92.45,54.533,63.304,56.908,52.297,,,,,,,current_aaa_regular,,,,,,49
foreign_pitcher,외인투수,621512.0,Tomás Nido,DET,Catcher,C,32.0,Right,Right,Puerto Rico,63.089,65.589,0.5,-2.0,0.0,0.0,position_hold,선발/멀티이닝 지속성 확인 필요,,연령 정상권: 32세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 62.2; KBO translation 59.6; market 92.5,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,62.224,59.621,92.475,54.632,63.329,55.901,50.941,,,,,,,current_aaa_part_time,,,,,,50
foreign_pitcher,외인투수,641658.0,Garrett Hampson,CIN,Second Base,2B,31.0,Right,Right,USA,63.029,65.529,0.5,-2.0,0.0,0.0,position_hold,선발/멀티이닝 지속성 확인 필요,,연령 정상권: 31세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 62.2; KBO translation 59.3; market 92.5,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,62.238,59.32,92.5,54.651,63.354,55.836,50.864,,,,,,,current_aaa_regular,,,,,,51
foreign_pitcher,외인투수,663897.0,Luke Williams,ATL,Shortstop,SS,29.0,Right,Right,USA,62.673,65.173,0.5,-2.0,0.0,0.0,position_hold,선발/멀티이닝 지속성 확인 필요,,연령 정상권: 29세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 61.4; KBO translation 59.5; market 92.4,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,61.396,59.496,92.426,53.527,63.279,55.79,50.387,,,,,,,current_aaa_regular,,,,,,52
foreign_pitcher,외인투수,622569.0,Pablo Reyes,SD,Outfield,OF,32.0,Right,Right,Dominican Republic,62.295,64.795,0.5,-2.0,0.0,0.0,position_hold,선발/멀티이닝 지속성 확인 필요,,연령 정상권: 32세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 59.0; KBO translation 62.7; market 92.2,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,58.996,62.705,92.153,50.328,63.007,56.254,49.837,,,,,,,current_aaa_regular,,,,,,53
foreign_pitcher,외인투수,681146.0,Jonah Bride,TEX,Third Base,3B,30.0,Right,Right,USA,62.033,64.533,0.5,-2.0,0.0,0.0,position_hold,선발/멀티이닝 지속성 확인 필요,,연령 정상권: 30세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 58.8; KBO translation 62.1; market 92.1,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,58.782,62.075,92.104,50.042,62.957,56.094,49.502,,,,,,,current_aaa_regular,,,,,,54
